日時,工場,機械名,機械番号,追加量L,回収量kg,回収量L,回転数,回収率%,記録者
2025-09-04T11:20:00.000Z,亀山工場,YAMAMOTO VR-221D,2,0,5.7,7.4,2,,田中
2025-09-07T12:10:00.000Z,亀山工場,YAMAMOTO VR-221D,2,0,5.6,7.3,2,,山本
2025-09-12T11:10:00.000Z,亀山工場,YAMAMOTO VR-221D,2,0,5.1,6.6,2,,高橋
2025-09-15T16:50:00.000Z,亀山工場,YAMAMOTO VR-221D,2,0,6,7.7,3,,山本
2025-09-19T11:50:00.000Z,亀山工場,YAMAMOTO VR-221D,2,0,4.9,6.3,2,,田中
2025-09-24T09:30:00.000Z,亀山工場,YAMAMOTO VR-221D,2,0,4.9,6.4,3,,田中
2025-09-03T11:10:00.000Z,亀山工場,QDF-151R,1,0,3,3.9,1,,山本
2025-09-07T12:10:00.000Z,亀山工場,QDF-151R,1,0,2.8,3.7,1,,山本
2025-09-11T12:20:00.000Z,亀山工場,QDF-151R,1,0,2.9,3.8,1,,佐藤
2025-09-15T14:50:00.000Z,亀山工場,QDF-151R,1,0,3,3.9,1,,鈴木
2025-09-19T12:10:00.000Z,亀山工場,QDF-151R,1,0,2.9,3.8,1,,田中
2025-09-23T14:50:00.000Z,亀山工場,QDF-151R,1,0,2.4,3.1,1,,佐藤
2025-09-04T09:20:00.000Z,白浜工場,TOSEI HRD-301S,1,199,9.6,12.4,3,6.2,鈴木
2025-09-08T08:30:00.000Z,白浜工場,TOSEI HRD-301S,1,0,8.8,11.3,4,,山本
2025-09-11T13:50:00.000Z,白浜工場,TOSEI HRD-301S,1,0,9.2,11.8,3,,山本
2025-09-15T11:20:00.000Z,白浜工場,TOSEI HRD-301S,1,164,8.9,11.5,4,7,鈴木
2025-09-20T14:50:00.000Z,白浜工場,TOSEI HRD-301S,1,0,9.9,12.8,4,,山本
2025-09-23T13:20:00.000Z,白浜工場,TOSEI HRD-301S,1,0,9.5,12.2,4,,田中
2025-09-04T13:50:00.000Z,白浜工場,TOSEI HRD-301S,2,0,8.5,10.9,4,,佐藤
2025-09-07T16:40:00.000Z,白浜工場,TOSEI HRD-301S,2,0,7.8,10.1,4,,山本
2025-09-11T10:00:00.000Z,白浜工場,TOSEI HRD-301S,2,0,7.3,9.4,3,,佐藤
2025-09-16T09:50:00.000Z,白浜工場,TOSEI HRD-301S,2,0,8.5,11,4,,佐藤
2025-09-20T16:20:00.000Z,白浜工場,TOSEI HRD-301S,2,0,8,10.3,3,,田中
2025-09-23T11:40:00.000Z,白浜工場,TOSEI HRD-301S,2,0,8.9,11.5,4,,鈴木
2025-09-03T13:20:00.000Z,白浜工場,TOSEI HRD-301S,3,0,6.3,8.1,3,,田中
2025-09-08T14:30:00.000Z,白浜工場,TOSEI HRD-301S,3,0,7.5,9.7,4,,佐藤
2025-09-11T11:40:00.000Z,白浜工場,TOSEI HRD-301S,3,0,6.3,8.2,4,,鈴木
2025-09-15T16:20:00.000Z,白浜工場,TOSEI HRD-301S,3,0,6.3,8.2,4,,鈴木
2025-09-20T12:50:00.000Z,白浜工場,TOSEI HRD-301S,3,0,8,10.3,4,,山本
2025-09-24T11:20:00.000Z,白浜工場,TOSEI HRD-301S,3,0,7.2,9.3,3,,山本
2025-09-03T14:40:00.000Z,白浜工場,TOSEI HRD-222S,1,0,5.4,7,3,,田中
2025-09-07T12:50:00.000Z,白浜工場,TOSEI HRD-222S,1,0,6.9,8.9,3,,山本
2025-09-11T15:00:00.000Z,白浜工場,TOSEI HRD-222S,1,0,6.6,8.5,3,,山本
2025-09-15T16:30:00.000Z,白浜工場,TOSEI HRD-222S,1,0,7,9,3,,山本
2025-09-19T10:50:00.000Z,白浜工場,TOSEI HRD-222S,1,0,5.3,6.9,3,,鈴木
2025-09-24T14:40:00.000Z,白浜工場,TOSEI HRD-222S,1,0,5.6,7.2,3,,高橋
2025-09-03T13:20:00.000Z,白浜工場,YAMAMOTO VR-221D,1,0,4.5,5.8,2,,鈴木
2025-09-07T15:30:00.000Z,白浜工場,YAMAMOTO VR-221D,1,0,4.7,6.1,2,,高橋
2025-09-11T10:00:00.000Z,白浜工場,YAMAMOTO VR-221D,1,0,4.2,5.4,3,,佐藤
2025-09-15T09:00:00.000Z,白浜工場,YAMAMOTO VR-221D,1,0,3.5,4.6,2,,高橋
2025-09-20T14:50:00.000Z,白浜工場,YAMAMOTO VR-221D,1,0,3.8,4.9,2,,山本
2025-09-23T09:00:00.000Z,白浜工場,YAMAMOTO VR-221D,1,0,4.4,5.7,2,,佐藤
2025-09-03T16:50:00.000Z,神戸工場,TOSEI HRD-301S,1,175,8.7,11.2,4,6.4,鈴木
2025-09-07T14:30:00.000Z,神戸工場,TOSEI HRD-301S,1,0,9.2,11.8,5,,鈴木
2025-09-11T11:50:00.000Z,神戸工場,TOSEI HRD-301S,1,0,10.1,13,4,,佐藤
2025-09-15T13:10:00.000Z,神戸工場,TOSEI HRD-301S,1,131,9.6,12.4,5,9.4,山本
2025-09-20T14:00:00.000Z,神戸工場,TOSEI HRD-301S,1,0,11.2,14.4,4,,田中
2025-09-24T13:30:00.000Z,神戸工場,TOSEI HRD-301S,1,0,11.4,14.7,4,,田中
2025-09-03T11:50:00.000Z,神戸工場,TOSEI HRD-301S,2,0,8.1,10.5,4,,高橋
2025-09-07T08:10:00.000Z,神戸工場,TOSEI HRD-301S,2,0,9,11.6,4,,山本
2025-09-12T11:50:00.000Z,神戸工場,TOSEI HRD-301S,2,0,8.9,11.5,4,,高橋
2025-09-15T10:10:00.000Z,神戸工場,TOSEI HRD-301S,2,0,8.8,11.4,4,,鈴木
2025-09-19T13:20:00.000Z,神戸工場,TOSEI HRD-301S,2,0,9.1,11.7,4,,山本
2025-09-23T10:40:00.000Z,神戸工場,TOSEI HRD-301S,2,0,8.2,10.6,4,,高橋
2025-09-03T16:40:00.000Z,神戸工場,TOSEI HRD-221,3,0,6.9,8.9,3,,佐藤
2025-09-07T15:40:00.000Z,神戸工場,TOSEI HRD-221,3,0,6.4,8.3,3,,鈴木
2025-09-12T15:10:00.000Z,神戸工場,TOSEI HRD-221,3,0,7.4,9.6,3,,佐藤
2025-09-16T11:40:00.000Z,神戸工場,TOSEI HRD-221,3,0,7.6,9.8,3,,佐藤
2025-09-20T12:10:00.000Z,神戸工場,TOSEI HRD-221,3,0,6.1,7.9,3,,高橋
2025-09-24T11:20:00.000Z,神戸工場,TOSEI HRD-221,3,0,6.2,8,3,,佐藤
2025-09-04T16:00:00.000Z,神戸工場,YAMAMOTO VR-221D,1,0,5.1,6.6,3,,高橋
2025-09-07T08:40:00.000Z,神戸工場,YAMAMOTO VR-221D,1,0,5.5,7.1,2,,山本
2025-09-11T08:30:00.000Z,神戸工場,YAMAMOTO VR-221D,1,0,5.1,6.6,2,,高橋
2025-09-15T15:10:00.000Z,神戸工場,YAMAMOTO VR-221D,1,0,5.6,7.2,3,,佐藤
2025-09-19T09:10:00.000Z,神戸工場,YAMAMOTO VR-221D,1,0,6.3,8.1,2,,鈴木
2025-09-23T09:50:00.000Z,神戸工場,YAMAMOTO VR-221D,1,0,6.1,7.9,3,,鈴木
2025-09-04T16:40:00.000Z,青山特殊工場,TOSEI TR-228F,1,76,8.7,11.2,2,14.7,鈴木
2025-09-07T13:10:00.000Z,青山特殊工場,TOSEI TR-228F,1,0,8.3,10.7,2,,佐藤
2025-09-12T13:00:00.000Z,青山特殊工場,TOSEI TR-228F,1,0,7.8,10,2,,鈴木
2025-09-15T14:10:00.000Z,青山特殊工場,TOSEI TR-228F,1,69,7,9.1,2,13.1,田中
2025-09-19T14:30:00.000Z,青山特殊工場,TOSEI TR-228F,1,0,9.2,11.8,2,,佐藤
2025-09-23T08:50:00.000Z,青山特殊工場,TOSEI TR-228F,1,0,7.8,10.1,2,,山本
2025-09-03T11:30:00.000Z,青山特殊工場,YAMAMOTO VR-221D,2,0,5.6,7.3,1,,佐藤
2025-09-07T12:30:00.000Z,青山特殊工場,YAMAMOTO VR-221D,2,0,4.9,6.3,2,,田中
2025-09-11T11:10:00.000Z,青山特殊工場,YAMAMOTO VR-221D,2,0,5.3,6.8,2,,山本
2025-09-15T10:30:00.000Z,青山特殊工場,YAMAMOTO VR-221D,2,0,5.3,6.8,1,,佐藤
2025-09-20T13:00:00.000Z,青山特殊工場,YAMAMOTO VR-221D,2,0,4.3,5.6,2,,田中
2025-09-23T09:00:00.000Z,青山特殊工場,YAMAMOTO VR-221D,2,0,5.2,6.7,2,,高橋
2025-10-03T15:30:00.000Z,亀山工場,TOSEI HRD-301S,1,231,12.4,16,5,6.9,山本
2025-10-07T12:10:00.000Z,亀山工場,TOSEI HRD-301S,1,0,12.6,16.2,5,,高橋
2025-10-12T15:40:00.000Z,亀山工場,TOSEI HRD-301S,1,0,12.5,16.1,4,,佐藤
2025-10-15T10:10:00.000Z,亀山工場,TOSEI HRD-301S,1,212,13.5,17.4,5,8.2,山本
2025-10-20T13:00:00.000Z,亀山工場,TOSEI HRD-301S,1,0,11.2,14.4,4,,山本
2025-10-23T15:00:00.000Z,亀山工場,TOSEI HRD-301S,1,0,13.7,17.6,5,,高橋
2025-10-03T12:10:00.000Z,亀山工場,TOSEI HRD-301S,2,0,8.2,10.6,3,,高橋
2025-10-08T14:20:00.000Z,亀山工場,TOSEI HRD-301S,2,0,10.6,13.6,4,,佐藤
2025-10-12T08:40:00.000Z,亀山工場,TOSEI HRD-301S,2,0,9.4,12.1,3,,山本
2025-10-15T08:50:00.000Z,亀山工場,TOSEI HRD-301S,2,0,10.2,13.2,4,,鈴木
2025-10-20T08:00:00.000Z,亀山工場,TOSEI HRD-301S,2,0,10.2,13.1,3,,佐藤
2025-10-23T10:50:00.000Z,亀山工場,TOSEI HRD-301S,2,0,10.3,13.3,4,,山本
2025-10-04T11:50:00.000Z,亀山工場,TOSEI HRD-301S,3,0,8,10.3,3,,鈴木
2025-10-08T15:20:00.000Z,亀山工場,TOSEI HRD-301S,3,0,8.5,11,3,,田中
2025-10-12T15:50:00.000Z,亀山工場,TOSEI HRD-301S,3,0,8.5,10.9,4,,鈴木
2025-10-15T13:00:00.000Z,亀山工場,TOSEI HRD-301S,3,0,8.1,10.4,3,,山本
2025-10-20T12:20:00.000Z,亀山工場,TOSEI HRD-301S,3,0,7,9,3,,鈴木
2025-10-23T08:20:00.000Z,亀山工場,TOSEI HRD-301S,3,0,8.7,11.2,3,,田中
2025-10-04T14:40:00.000Z,亀山工場,YAMAMOTO VR-221D,1,0,7,9.1,3,,高橋
2025-10-07T16:50:00.000Z,亀山工場,YAMAMOTO VR-221D,1,0,6.7,8.7,2,,鈴木
2025-10-12T15:10:00.000Z,亀山工場,YAMAMOTO VR-221D,1,0,7.2,9.3,3,,高橋
2025-10-16T09:10:00.000Z,亀山工場,YAMAMOTO VR-221D,1,0,6.8,8.8,3,,田中
2025-10-19T10:00:00.000Z,亀山工場,YAMAMOTO VR-221D,1,0,7.3,9.4,3,,佐藤
2025-10-24T08:30:00.000Z,亀山工場,YAMAMOTO VR-221D,1,0,7,9,3,,田中
2025-10-03T11:30:00.000Z,亀山工場,YAMAMOTO VR-221D,2,0,5,6.5,2,,佐藤
2025-10-07T14:40:00.000Z,亀山工場,YAMAMOTO VR-221D,2,0,5.4,7,2,,佐藤
2025-10-12T08:00:00.000Z,亀山工場,YAMAMOTO VR-221D,2,0,4.9,6.4,3,,田中
2025-10-15T08:20:00.000Z,亀山工場,YAMAMOTO VR-221D,2,0,6,7.7,2,,山本
2025-10-20T15:30:00.000Z,亀山工場,YAMAMOTO VR-221D,2,0,4.8,6.2,2,,田中
2025-10-24T14:10:00.000Z,亀山工場,YAMAMOTO VR-221D,2,0,4.6,5.9,3,,山本
2025-10-04T08:30:00.000Z,亀山工場,QDF-151R,1,0,2.3,3,1,,佐藤
2025-10-08T16:30:00.000Z,亀山工場,QDF-151R,1,0,2.3,3,1,,田中
2025-10-11T16:50:00.000Z,亀山工場,QDF-151R,1,0,2.4,3.1,1,,鈴木
2025-10-15T15:00:00.000Z,亀山工場,QDF-151R,1,0,2.5,3.3,1,,佐藤
2025-10-19T12:40:00.000Z,亀山工場,QDF-151R,1,0,2.2,2.9,2,,佐藤
2025-10-23T10:50:00.000Z,亀山工場,QDF-151R,1,0,2.3,3,2,,田中
2025-10-03T13:10:00.000Z,白浜工場,TOSEI HRD-301S,1,198,9.6,12.4,4,6.2,鈴木
2025-10-07T16:20:00.000Z,白浜工場,TOSEI HRD-301S,1,0,9.2,11.9,4,,山本
2025-10-11T15:00:00.000Z,白浜工場,TOSEI HRD-301S,1,0,10.8,13.9,4,,鈴木
2025-10-15T14:40:00.000Z,白浜工場,TOSEI HRD-301S,1,187,9.5,12.2,4,6.5,田中
2025-10-20T16:10:00.000Z,白浜工場,TOSEI HRD-301S,1,0,10.9,14.1,3,,田中
2025-10-24T08:20:00.000Z,白浜工場,TOSEI HRD-301S,1,0,11.1,14.3,5,,佐藤
2025-10-04T11:00:00.000Z,白浜工場,TOSEI HRD-301S,2,0,8.7,11.2,4,,山本
2025-10-08T11:40:00.000Z,白浜工場,TOSEI HRD-301S,2,0,9.7,12.5,3,,佐藤
2025-10-11T13:30:00.000Z,白浜工場,TOSEI HRD-301S,2,0,9.5,12.3,3,,山本
2025-10-16T09:30:00.000Z,白浜工場,TOSEI HRD-301S,2,0,9.2,11.9,4,,田中
2025-10-20T15:20:00.000Z,白浜工場,TOSEI HRD-301S,2,0,10.4,13.4,4,,鈴木
2025-10-24T08:50:00.000Z,白浜工場,TOSEI HRD-301S,2,0,10.6,13.6,4,,高橋
2025-10-03T08:00:00.000Z,白浜工場,TOSEI HRD-301S,3,0,7.7,9.9,3,,鈴木
2025-10-08T08:50:00.000Z,白浜工場,TOSEI HRD-301S,3,0,6.6,8.5,3,,高橋
2025-10-12T14:40:00.000Z,白浜工場,TOSEI HRD-301S,3,0,8.1,10.4,4,,佐藤
2025-10-16T08:10:00.000Z,白浜工場,TOSEI HRD-301S,3,0,8.1,10.4,4,,高橋
2025-10-20T16:20:00.000Z,白浜工場,TOSEI HRD-301S,3,0,6.9,8.9,3,,鈴木
2025-10-24T09:50:00.000Z,白浜工場,TOSEI HRD-301S,3,0,8.6,11.1,4,,高橋
2025-10-03T12:10:00.000Z,白浜工場,TOSEI HRD-222S,1,0,7.3,9.4,3,,田中
2025-10-07T12:40:00.000Z,白浜工場,TOSEI HRD-222S,1,0,6,7.8,3,,田中
2025-10-11T09:50:00.000Z,白浜工場,TOSEI HRD-222S,1,0,6.2,8,3,,田中
2025-10-15T08:20:00.000Z,白浜工場,TOSEI HRD-222S,1,0,6,7.8,3,,鈴木
2025-10-19T09:20:00.000Z,白浜工場,TOSEI HRD-222S,1,0,7.5,9.7,3,,田中
2025-10-24T12:00:00.000Z,白浜工場,TOSEI HRD-222S,1,0,6,7.7,3,,山本
2025-10-03T13:10:00.000Z,白浜工場,YAMAMOTO VR-221D,1,0,4.2,5.5,2,,山本
2025-10-07T12:10:00.000Z,白浜工場,YAMAMOTO VR-221D,1,0,5,6.5,2,,田中
2025-10-11T16:10:00.000Z,白浜工場,YAMAMOTO VR-221D,1,0,4.1,5.3,2,,高橋
2025-10-15T16:50:00.000Z,白浜工場,YAMAMOTO VR-221D,1,0,4.7,6.1,2,,佐藤
2025-10-20T09:50:00.000Z,白浜工場,YAMAMOTO VR-221D,1,0,4.6,5.9,2,,鈴木
2025-10-23T10:20:00.000Z,白浜工場,YAMAMOTO VR-221D,1,0,4.5,5.8,3,,鈴木
2025-10-04T12:50:00.000Z,神戸工場,TOSEI HRD-301S,1,169,11.5,14.8,4,8.7,山本
2025-10-07T16:40:00.000Z,神戸工場,TOSEI HRD-301S,1,0,9.6,12.4,4,,佐藤
2025-10-11T08:20:00.000Z,神戸工場,TOSEI HRD-301S,1,0,12,15.4,5,,鈴木
2025-10-16T09:50:00.000Z,神戸工場,TOSEI HRD-301S,1,142,11,14.2,4,9.9,鈴木
2025-10-20T14:10:00.000Z,神戸工場,TOSEI HRD-301S,1,0,11.9,15.3,3,,佐藤
2025-10-24T16:10:00.000Z,神戸工場,TOSEI HRD-301S,1,0,9.9,12.7,4,,高橋
2025-10-04T16:20:00.000Z,神戸工場,TOSEI HRD-301S,2,0,9.5,12.3,4,,高橋
2025-10-07T09:40:00.000Z,神戸工場,TOSEI HRD-301S,2,0,9.9,12.8,3,,鈴木
2025-10-11T09:30:00.000Z,神戸工場,TOSEI HRD-301S,2,0,9.7,12.5,4,,佐藤
2025-10-16T15:20:00.000Z,神戸工場,TOSEI HRD-301S,2,0,8.8,11.3,3,,佐藤
2025-10-19T13:20:00.000Z,神戸工場,TOSEI HRD-301S,2,0,9.5,12.2,3,,佐藤
2025-10-23T15:20:00.000Z,神戸工場,TOSEI HRD-301S,2,0,8.9,11.5,4,,鈴木
2025-10-04T15:50:00.000Z,神戸工場,TOSEI HRD-221,3,0,6,7.8,3,,高橋
2025-10-07T11:00:00.000Z,神戸工場,TOSEI HRD-221,3,0,7.4,9.5,3,,田中
2025-10-12T13:40:00.000Z,神戸工場,TOSEI HRD-221,3,0,7.4,9.5,3,,山本
2025-10-16T16:00:00.000Z,神戸工場,TOSEI HRD-221,3,0,7.5,9.7,3,,田中
2025-10-20T08:00:00.000Z,神戸工場,TOSEI HRD-221,3,0,6.7,8.7,3,,田中
2025-10-24T08:20:00.000Z,神戸工場,TOSEI HRD-221,3,0,7.5,9.7,3,,鈴木
2025-10-03T10:50:00.000Z,神戸工場,YAMAMOTO VR-221D,1,0,5.5,7.1,2,,山本
2025-10-07T12:30:00.000Z,神戸工場,YAMAMOTO VR-221D,1,0,5.7,7.4,3,,田中
2025-10-11T12:00:00.000Z,神戸工場,YAMAMOTO VR-221D,1,0,5.8,7.5,2,,高橋
2025-10-16T15:10:00.000Z,神戸工場,YAMAMOTO VR-221D,1,0,5.4,7,3,,鈴木
2025-10-20T10:30:00.000Z,神戸工場,YAMAMOTO VR-221D,1,0,5.3,6.9,3,,鈴木
2025-10-24T16:40:00.000Z,神戸工場,YAMAMOTO VR-221D,1,0,5.1,6.6,3,,高橋
2025-10-04T11:00:00.000Z,青山特殊工場,TOSEI TR-228F,1,70,7.2,9.3,2,13.2,佐藤
2025-10-08T13:00:00.000Z,青山特殊工場,TOSEI TR-228F,1,0,7.2,9.3,2,,山本
2025-10-11T13:50:00.000Z,青山特殊工場,TOSEI TR-228F,1,0,7.2,9.3,2,,田中
2025-10-16T12:50:00.000Z,青山特殊工場,TOSEI TR-228F,1,64,8.5,10.9,2,17,田中
2025-10-19T12:10:00.000Z,青山特殊工場,TOSEI TR-228F,1,0,6.8,8.8,2,,田中
2025-10-24T16:00:00.000Z,青山特殊工場,TOSEI TR-228F,1,0,8,10.3,2,,佐藤
2025-10-04T12:00:00.000Z,青山特殊工場,YAMAMOTO VR-221D,2,0,4.7,6.1,2,,山本
2025-10-08T09:40:00.000Z,青山特殊工場,YAMAMOTO VR-221D,2,0,4.1,5.3,2,,高橋
2025-10-11T14:00:00.000Z,青山特殊工場,YAMAMOTO VR-221D,2,0,5,6.5,2,,田中
2025-10-15T16:20:00.000Z,青山特殊工場,YAMAMOTO VR-221D,2,0,4.4,5.7,1,,高橋
2025-10-19T16:20:00.000Z,青山特殊工場,YAMAMOTO VR-221D,2,0,4.3,5.6,1,,鈴木
2025-10-23T13:10:00.000Z,青山特殊工場,YAMAMOTO VR-221D,2,0,4.6,5.9,1,,高橋
2025-11-04T10:20:00.000Z,亀山工場,TOSEI HRD-301S,1,226,13.4,17.3,5,7.6,田中
2025-11-08T13:10:00.000Z,亀山工場,TOSEI HRD-301S,1,0,11.7,15,4,,高橋
2025-11-12T14:30:00.000Z,亀山工場,TOSEI HRD-301S,1,0,11.6,14.9,4,,山本
2025-11-16T10:30:00.000Z,亀山工場,TOSEI HRD-301S,1,209,12.1,15.6,4,7.4,山本
2025-11-20T15:10:00.000Z,亀山工場,TOSEI HRD-301S,1,0,12.2,15.7,4,,田中
2025-11-24T09:30:00.000Z,亀山工場,TOSEI HRD-301S,1,0,10.8,13.9,5,,山本
2025-11-04T16:20:00.000Z,亀山工場,TOSEI HRD-301S,2,0,9.9,12.7,4,,山本
2025-11-08T11:30:00.000Z,亀山工場,TOSEI HRD-301S,2,0,10.6,13.6,3,,高橋
2025-11-11T12:30:00.000Z,亀山工場,TOSEI HRD-301S,2,0,8.9,11.5,4,,佐藤
2025-11-15T11:20:00.000Z,亀山工場,TOSEI HRD-301S,2,0,8.3,10.7,4,,佐藤
2025-11-19T10:50:00.000Z,亀山工場,TOSEI HRD-301S,2,0,10.6,13.6,4,,佐藤
2025-11-23T11:50:00.000Z,亀山工場,TOSEI HRD-301S,2,0,8.9,11.5,3,,鈴木
2025-11-03T15:20:00.000Z,亀山工場,TOSEI HRD-301S,3,0,8.1,10.4,3,,山本
2025-11-07T14:40:00.000Z,亀山工場,TOSEI HRD-301S,3,0,7.5,9.7,3,,佐藤
2025-11-12T13:00:00.000Z,亀山工場,TOSEI HRD-301S,3,0,7.7,9.9,4,,鈴木
2025-11-16T12:10:00.000Z,亀山工場,TOSEI HRD-301S,3,0,6.3,8.1,4,,佐藤
2025-11-19T15:00:00.000Z,亀山工場,TOSEI HRD-301S,3,0,6.9,8.9,3,,田中
2025-11-24T11:40:00.000Z,亀山工場,TOSEI HRD-301S,3,0,7.4,9.5,3,,山本
2025-11-03T11:50:00.000Z,亀山工場,YAMAMOTO VR-221D,1,0,7,9,2,,高橋
2025-11-07T09:30:00.000Z,亀山工場,YAMAMOTO VR-221D,1,0,6,7.8,2,,鈴木
2025-11-11T13:30:00.000Z,亀山工場,YAMAMOTO VR-221D,1,0,7.3,9.4,2,,高橋
2025-11-15T15:00:00.000Z,亀山工場,YAMAMOTO VR-221D,1,0,6.7,8.7,3,,田中
2025-11-20T16:40:00.000Z,亀山工場,YAMAMOTO VR-221D,1,0,6,7.7,3,,高橋
2025-11-23T15:30:00.000Z,亀山工場,YAMAMOTO VR-221D,1,0,5.7,7.4,3,,田中
2025-11-03T08:30:00.000Z,亀山工場,YAMAMOTO VR-221D,2,0,5.9,7.6,2,,鈴木
2025-11-08T16:50:00.000Z,亀山工場,YAMAMOTO VR-221D,2,0,5.6,7.3,2,,佐藤
2025-11-12T08:20:00.000Z,亀山工場,YAMAMOTO VR-221D,2,0,6,7.7,3,,高橋
2025-11-16T13:20:00.000Z,亀山工場,YAMAMOTO VR-221D,2,0,4.6,5.9,2,,佐藤
2025-11-20T13:50:00.000Z,亀山工場,YAMAMOTO VR-221D,2,0,5.3,6.8,3,,鈴木
2025-11-23T12:30:00.000Z,亀山工場,YAMAMOTO VR-221D,2,0,5.9,7.6,2,,山本
2025-11-04T15:30:00.000Z,亀山工場,QDF-151R,1,0,2.9,3.8,1,,山本
2025-11-07T12:50:00.000Z,亀山工場,QDF-151R,1,0,2.4,3.1,1,,佐藤
2025-11-12T08:20:00.000Z,亀山工場,QDF-151R,1,0,2.7,3.5,1,,佐藤
2025-11-15T15:50:00.000Z,亀山工場,QDF-151R,1,0,2.2,2.9,1,,鈴木
2025-11-20T09:30:00.000Z,亀山工場,QDF-151R,1,0,2.5,3.3,1,,高橋
2025-11-24T08:00:00.000Z,亀山工場,QDF-151R,1,0,2.8,3.6,1,,鈴木
2025-11-04T15:20:00.000Z,白浜工場,TOSEI HRD-301S,1,223,10.9,14.1,4,6.3,山本
2025-11-07T14:40:00.000Z,白浜工場,TOSEI HRD-301S,1,0,11,14.2,4,,山本
2025-11-12T09:30:00.000Z,白浜工場,TOSEI HRD-301S,1,0,10.2,13.2,3,,山本
2025-11-16T10:00:00.000Z,白浜工場,TOSEI HRD-301S,1,187,10.6,13.7,5,7.3,高橋
2025-11-20T15:50:00.000Z,白浜工場,TOSEI HRD-301S,1,0,11.9,15.3,5,,鈴木
2025-11-23T11:50:00.000Z,白浜工場,TOSEI HRD-301S,1,0,11.7,15.1,5,,田中
2025-11-04T15:10:00.000Z,白浜工場,TOSEI HRD-301S,2,0,10.5,13.5,3,,高橋
2025-11-07T15:00:00.000Z,白浜工場,TOSEI HRD-301S,2,0,9.1,11.7,4,,田中
2025-11-11T15:30:00.000Z,白浜工場,TOSEI HRD-301S,2,0,9.5,12.3,4,,高橋
2025-11-15T12:40:00.000Z,白浜工場,TOSEI HRD-301S,2,0,11.1,14.3,3,,山本
2025-11-19T11:50:00.000Z,白浜工場,TOSEI HRD-301S,2,0,10.3,13.3,4,,高橋
2025-11-23T09:50:00.000Z,白浜工場,TOSEI HRD-301S,2,0,11,14.2,4,,田中
2025-11-04T14:30:00.000Z,白浜工場,TOSEI HRD-301S,3,0,7,9.1,4,,鈴木
2025-11-07T11:40:00.000Z,白浜工場,TOSEI HRD-301S,3,0,9.2,11.8,4,,佐藤
2025-11-12T09:30:00.000Z,白浜工場,TOSEI HRD-301S,3,0,8.7,11.2,3,,佐藤
2025-11-15T10:30:00.000Z,白浜工場,TOSEI HRD-301S,3,0,8.6,11.1,3,,田中
2025-11-19T15:30:00.000Z,白浜工場,TOSEI HRD-301S,3,0,9.5,12.2,4,,高橋
